n	mean	var
8	8.1746118e-5	3.100863396197562e-6
9	0.00039645313599999995	7.472338101706201e-6
10	0.0018456373950000002	5.668850921878633e-5
11	0.0091377066	7.688655435004357e-5
12	0.04817837129999999	9.731573520824918e-5
13	0.27319223509999996	0.002810090590895025
14	1.7345321807	0.1275341342810365
15	10.7440062241	0.26784779518441953
16	74.1082623292	1.7943386763047589
