n	mean	var
8	5.650000000000004E-4 	0.0014476461310276136
9	0.0018289999999999865 	5.704678487290627E-4
10	0.007310999999999981 	0.0010522223282994105
11	0.029300000000000003 	0.0015403659541574119
12	0.2085 	0.01878708453844144
13	1.0276999999999998 	0.10317597500475492
14	5.8377 	0.40432728642209464
15	40.41940000000001 	2.424175031184461
16	290.1438 	12.032535357659802
