n	mean	var
8	5.330000000000004E-4 	0.0010998642183021124
9	0.001775999999999984 	5.249270916503082E-4
10	0.006765000000000006 	0.0011368740112618065
11	0.028600000000000004 	4.6709936649691415E-4
12	0.1602 	0.01014261934969105
13	0.9964999999999999 	0.08294823139108569
14	6.2278 	0.2427133737934148
15	36.3411 	1.0026236899437209
16	245.5266 	1.3039538079753212
