n	mean	var
8	0.0002673387399999999	0.002381223701627414
9	0.000214723925	2.2248519376889757e-5
10	0.00044557899199999996	0.0011635408092033064
11	0.0013755617	2.5627545627703033e-5
12	0.006535461199999999	2.5957363844068012e-5
13	0.0270681587	0.0007850779990472356
14	0.14975517169999997	0.003040919324004063
15	0.9126290150999999	0.02821813942400755
16	6.075268586	0.34426714354128607
17	45.497772684	2.264978237410173
18	328.449383223	6.567416205969982
